,Open,High,Low,Close,Adj Close,Volume
2021-03-23 09:30:00-04:00,123.33000183105469,123.76000213623047,122.56999969482422,123.08999633789062,123.08999633789062,19931665
2021-03-23 10:30:00-04:00,123.0801010131836,124.23999786376953,122.5999984741211,123.69999694824219,123.69999694824219,15902040
2021-03-23 11:30:00-04:00,123.69090270996094,123.76000213623047,122.66000366210938,122.93109893798828,122.93109893798828,11436930
2021-03-23 12:30:00-04:00,122.94000244140625,123.61499786376953,122.68000030517578,123.2854995727539,123.2854995727539,8498211
2021-03-23 13:30:00-04:00,123.27999877929688,123.34500122070312,122.91999816894531,123.29499816894531,123.29499816894531,9154328
2021-03-23 14:30:00-04:00,123.29000091552734,123.43000030517578,122.3499984741211,122.5199966430664,122.5199966430664,11426962
2021-03-23 15:30:00-04:00,122.51000213623047,122.69000244140625,122.13999938964844,122.53500366210938,122.53500366210938,9665383
2021-03-24 09:30:00-04:00,122.81999969482422,122.9000015258789,121.11000061035156,121.45989990234375,121.45989990234375,18518819
2021-03-24 10:30:00-04:00,121.45500183105469,122.44000244140625,121.26000213623047,122.22000122070312,122.22000122070312,11071884
2021-03-24 11:30:00-04:00,122.22000122070312,122.24500274658203,121.31999969482422,121.57499694824219,121.57499694824219,8771607
2021-03-24 12:30:00-04:00,121.56999969482422,121.59500122070312,120.6500015258789,121.1343002319336,121.1343002319336,11364632
2021-03-24 13:30:00-04:00,121.12999725341797,121.55000305175781,120.92500305175781,121.09429931640625,121.09429931640625,7944119
2021-03-24 14:30:00-04:00,121.08999633789062,121.20999908447266,120.44999694824219,120.76000213623047,120.76000213623047,11328276
2021-03-24 15:30:00-04:00,120.76000213623047,120.80999755859375,120.06500244140625,120.06999969482422,120.06999969482422,11204603
2021-03-25 09:30:00-04:00,119.54000091552734,121.66000366210938,119.0,120.67939758300781,120.67939758300781,26359677
2021-03-25 10:30:00-04:00,120.68000030517578,120.79000091552734,119.08999633789062,119.55010223388672,119.55010223388672,16851459
2021-03-25 11:30:00-04:00,119.55000305175781,120.36000061035156,119.33999633789062,120.29100036621094,120.29100036621094,12289795
2021-03-25 12:30:00-04:00,120.30000305175781,120.5999984741211,119.7699966430664,119.9800033569336,119.9800033569336,9411193
2021-03-25 13:30:00-04:00,119.98999786376953,120.36000061035156,119.55000305175781,119.58999633789062,119.58999633789062,7672312
2021-03-25 14:30:00-04:00,119.58999633789062,121.09010314941406,119.48500061035156,120.91999816894531,120.91999816894531,9718147
2021-03-25 15:30:00-04:00,120.9197998046875,121.08000183105469,120.54000091552734,120.61000061035156,120.61000061035156,9525290
2021-03-26 09:30:00-04:00,120.41999816894531,121.08000183105469,119.80999755859375,120.26000213623047,120.26000213623047,18525447
2021-03-26 10:30:00-04:00,120.26499938964844,120.63999938964844,119.55000305175781,119.70999908447266,119.70999908447266,11993661
2021-03-26 11:30:00-04:00,119.70500183105469,120.51000213623047,119.4800033569336,120.2249984741211,120.2249984741211,9411100
2021-03-26 12:30:00-04:00,120.2300033569336,120.7300033569336,120.16500091552734,120.58000183105469,120.58000183105469,7882111
2021-03-26 13:30:00-04:00,120.58000183105469,120.62999725341797,119.08999633789062,119.4000015258789,119.4000015258789,11268845
2021-03-26 14:30:00-04:00,119.3949966430664,120.0999984741211,118.91999816894531,120.06500244140625,120.06500244140625,13289124
2021-03-26 15:30:00-04:00,120.06999969482422,121.4800033569336,120.06999969482422,121.20999908447266,121.20999908447266,13011326
2021-03-29 09:30:00-04:00,121.69000244140625,122.58000183105469,120.80999755859375,121.18990325927734,121.18990325927734,20941204
2021-03-29 10:30:00-04:00,121.18000030517578,122.08999633789062,120.93499755859375,121.21499633789062,121.21499633789062,12786378
2021-03-29 11:30:00-04:00,121.22000122070312,121.36499786376953,120.72989654541016,120.91169738769531,120.91169738769531,7318945
2021-03-29 12:30:00-04:00,120.91899871826172,121.86000061035156,120.84500122070312,121.5947036743164,121.5947036743164,8200209
2021-03-29 13:30:00-04:00,121.5999984741211,121.9800033569336,121.31500244140625,121.40499877929688,121.40499877929688,7055174
2021-03-29 14:30:00-04:00,121.4000015258789,121.7300033569336,121.0199966430664,121.66000366210938,121.66000366210938,7761974
2021-03-29 15:30:00-04:00,121.66999816894531,121.69999694824219,120.97000122070312,121.38999938964844,121.38999938964844,7671353
2021-03-30 09:30:00-04:00,120.11000061035156,120.4030990600586,118.86000061035156,119.16500091552734,119.16500091552734,22859045
2021-03-30 10:30:00-04:00,119.16000366210938,120.01000213623047,119.0,119.88999938964844,119.88999938964844,12414159
2021-03-30 11:30:00-04:00,119.9000015258789,120.36000061035156,119.58000183105469,119.87999725341797,119.87999725341797,10550895
2021-03-30 12:30:00-04:00,119.87000274658203,120.08000183105469,119.51499938964844,119.96499633789062,119.96499633789062,7069940
2021-03-30 13:30:00-04:00,119.95999908447266,120.08000183105469,119.45999908447266,119.53500366210938,119.53500366210938,6116713
2021-03-30 14:30:00-04:00,119.53109741210938,120.18000030517578,119.4800033569336,120.0250015258789,120.0250015258789,8607671
2021-03-30 15:30:00-04:00,120.02999877929688,120.23639678955078,119.4000015258789,119.95999908447266,119.95999908447266,10563006
2021-03-31 09:30:00-04:00,121.6500015258789,123.25,121.1500015258789,122.75499725341797,122.75499725341797,30629117
2021-03-31 10:30:00-04:00,122.76000213623047,123.23500061035156,122.6532974243164,122.86859893798828,122.86859893798828,12666004
2021-03-31 11:30:00-04:00,122.86499786376953,123.45999908447266,122.8499984741211,123.2750015258789,123.2750015258789,11300117
2021-03-31 12:30:00-04:00,123.27999877929688,123.5199966430664,123.04000091552734,123.16010284423828,123.16010284423828,9616420
2021-03-31 13:30:00-04:00,123.16000366210938,123.18499755859375,122.58000183105469,122.73500061035156,122.73500061035156,7325929
2021-03-31 14:30:00-04:00,122.73999786376953,122.9198989868164,122.43000030517578,122.68000030517578,122.68000030517578,9939004
2021-03-31 15:30:00-04:00,122.66999816894531,122.75,122.0,122.16000366210938,122.16000366210938,15281921
2021-04-01 09:30:00-04:00,123.76000213623047,124.18000030517578,123.0,123.39910125732422,123.39910125732422,21540851
2021-04-01 10:30:00-04:00,123.4000015258789,123.69999694824219,123.16000366210938,123.2782974243164,123.2782974243164,9337421
2021-04-01 11:30:00-04:00,123.27510070800781,123.37139892578125,122.83999633789062,123.3550033569336,123.3550033569336,8210131
2021-04-01 12:30:00-04:00,123.36000061035156,123.44000244140625,122.66999816894531,122.67500305175781,122.67500305175781,6859708
2021-04-01 13:30:00-04:00,122.66999816894531,122.9000015258789,122.56999969482422,122.87000274658203,122.87000274658203,6303129
2021-04-01 14:30:00-04:00,122.87000274658203,122.95999908447266,122.48999786376953,122.52999877929688,122.52999877929688,6809707
2021-04-01 15:30:00-04:00,122.5250015258789,123.0,122.48999786376953,123.0,123.0,7733900
2021-04-05 09:30:00-04:00,123.87000274658203,125.45999908447266,123.06999969482422,125.10009765625,125.10009765625,25062478
2021-04-05 10:30:00-04:00,125.0999984741211,125.62000274658203,124.8301010131836,124.96859741210938,124.96859741210938,11940524
2021-04-05 11:30:00-04:00,124.97000122070312,125.86000061035156,124.87999725341797,125.82830047607422,125.82830047607422,9998842
2021-04-05 12:30:00-04:00,125.83000183105469,125.95999908447266,125.45999908447266,125.65499877929688,125.65499877929688,8181504
2021-04-05 13:30:00-04:00,125.66000366210938,126.16010284423828,125.58000183105469,125.87000274658203,125.87000274658203,7869728
2021-04-05 14:30:00-04:00,125.87809753417969,126.11000061035156,125.46499633789062,125.54900360107422,125.54900360107422,8623462
2021-04-05 15:30:00-04:00,125.54499816894531,126.0,125.31009674072266,125.9000015258789,125.9000015258789,9236265
2021-04-06 09:30:00-04:00,126.5,126.95999908447266,125.69999694824219,126.36990356445312,126.36990356445312,23102914
2021-04-06 10:30:00-04:00,126.36009979248047,127.12999725341797,125.97899627685547,126.86990356445312,126.86990356445312,11778138
2021-04-06 11:30:00-04:00,126.86000061035156,126.94999694824219,126.41000366210938,126.4613037109375,126.4613037109375,7667465
2021-04-06 12:30:00-04:00,126.45999908447266,126.6500015258789,125.74909973144531,125.88009643554688,125.88009643554688,8172753
2021-04-06 13:30:00-04:00,125.88500213623047,126.44999694824219,125.80999755859375,126.41999816894531,126.41999816894531,6179500
2021-04-06 14:30:00-04:00,126.4124984741211,126.68000030517578,126.12000274658203,126.46499633789062,126.46499633789062,7343373
2021-04-06 15:30:00-04:00,126.47000122070312,126.51000213623047,126.0,126.2300033569336,126.2300033569336,7508433
